id,cell,stage,model,created,charged,reserved,status
66cddb8d44ec4b4e9b2b10a694a912a0,train__source_assisted__imo_1967_p3__seed0,solver,gpt-5.6-luna,1789813280.117038,0.00160632,0.11278762,settled
9404b40901aa4ee49445daf68443b2aa,train__source_assisted__induction_pord1p1on2powklt5on2__seed0,solver,gpt-5.6-luna,1789813280.1363876,0.0006275699999999999,0.11251317,settled
b768e298da174367970244a2db206ef0,train__source_plain__algebra_amgm_sum1toneqn_prod1tonleq1__seed0,solver,gpt-5.6-luna,1789813280.1497347,0.00060483,0.11206272,settled
cdd859247f754f2d8733464686da7a9a,train__source_assisted__imo_1963_p5__seed0,solver,gpt-5.6-luna,1789813280.163381,0.00064477,0.11212652000000001,settled
197a3ff32c1e4dd88a040f07050d0ee7,train__source_assisted__mathd_algebra_185__seed0,solver,gpt-5.6-luna,1789813280.1790082,0.0004399699999999999,0.11211882000000001,settled
b92205fb670d43e1a283afce9ae7d0a9,train__source_assisted__amc12a_2003_p1__seed0,solver,gpt-5.6-luna,1789813280.1928241,0.00047746999999999997,0.11236027,settled
f37b522402bb4396bb502acdcec36f9a,train__source_plain__mathd_algebra_185__seed0,solver,gpt-5.6-luna,1789813280.205601,0.00049243,0.11182457,settled
c9247c7c7cb2460bbdd9852110d15747,train__source_assisted__aime_1988_p3__seed0,solver,gpt-5.6-luna,1789813280.2210474,0.00060237,0.11239107,settled
d64b96227c804b4a943d2c3dd8a8cdf3,train__source_plain__imo_1963_p5__seed0,solver,gpt-5.6-luna,1789813280.2343712,0.00050163,0.11183227000000001,settled
5a7200016a344b05b02a734f61632fec,train__source_plain__imo_1967_p3__seed0,solver,gpt-5.6-luna,1789813280.2479646,0.0016790999999999998,0.11249337,settled
ddb355bc977a4832bcd759f1be328400,train__source_plain__amc12a_2003_p1__seed0,solver,gpt-5.6-luna,1789813280.2612042,0.00046393,0.11206602000000002,settled
57565866e3c944af8772721dc458b31f,train__source_assisted__mathd_numbertheory_221__seed0,solver,gpt-5.6-luna,1789813280.3014724,0.00051222,0.11227832000000001,settled
891dc923151142ea9ba54912903c1cfb,train__source_plain__induction_pord1p1on2powklt5on2__seed0,solver,gpt-5.6-luna,1789813280.3127258,0.00097163,0.11221892000000001,settled
b1e90ad7680040ea8211832c5f946b7c,train__source_plain__mathd_numbertheory_221__seed0,solver,gpt-5.6-luna,1789813280.351741,0.00043747999999999997,0.11198407,settled
05d7ffd7d50e46eca494d44b9e70e3e3,train__source_assisted__algebra_amgm_sum1toneqn_prod1tonleq1__seed0,solver,gpt-5.6-luna,1789813280.3669775,0.0012426,0.11235697000000001,settled
68b29cc25f7d457f93e09e22be6d1222,train__source_plain__aime_1988_p3__seed0,solver,gpt-5.6-luna,1789813280.4565697,0.0005840299999999999,0.11209682000000001,settled
c5f94ebc259d4e0982c07c97c762bd88,train__source_assisted__mathd_algebra_185__seed0,solver,gpt-5.6-luna,1789813283.532985,0.0005004499999999999,0.11542597,settled
c8cfa693cc6c4fbb9d65b6c63708a170,train__source_plain__mathd_numbertheory_221__seed0,solver,gpt-5.6-luna,1789813283.712367,0.00027966,0.11302632,settled
ae68423352c14aa4ba2ccbf8e09b8f63,train__source_plain__mathd_algebra_185__seed0,solver,gpt-5.6-luna,1789813283.8301132,0.0005771099999999999,0.11544412,settled
008078aa5adc4c4ca4269b624e82c9fe,train__source_plain__imo_1963_p5__seed0,solver,gpt-5.6-luna,1789813284.0385427,0.0005535799999999999,0.11340472,settled
8b52aca6973a4f5a86ebea0ef66505f3,train__source_assisted__mathd_numbertheory_221__seed0,solver,gpt-5.6-luna,1789813284.0702827,0.0002674,0.11355157,settled
2f6d86db7a8545db932e6bcd587c2f49,train__source_plain__aime_1988_p3__seed0,solver,gpt-5.6-luna,1789813284.4075568,0.00093889,0.11589622,settled
38d76da18dd3465489d2566f89424b03,train__source_assisted__induction_pord1p1on2powklt5on2__seed0,solver,gpt-5.6-luna,1789813284.4283469,0.00220902,0.11579667,settled
a6b08c7e6e7e4e869224bd3425f4bdfc,train__source_assisted__aime_1988_p3__seed0,solver,gpt-5.6-luna,1789813284.5185158,0.00053913,0.11397452,settled
3c5962ddac0443b9bcf56247ac8df486,train__source_assisted__imo_1963_p5__seed0,solver,gpt-5.6-luna,1789813284.787719,0.00043272,0.11414997,settled
d6b420f878b44598bd6236406f9c113d,train__source_plain__algebra_amgm_sum1toneqn_prod1tonleq1__seed0,solver,gpt-5.6-luna,1789813285.1455185,0.00044875,0.11354167000000001,settled
d3cef7fa8da4420bb01ca34525db3dc1,train__source_assisted__algebra_amgm_sum1toneqn_prod1tonleq1__seed0,solver,gpt-5.6-luna,1789813285.3321598,0.00108824,0.11856702000000001,settled
a3b638343eae40e2bc4a229b569f1257,train__source_plain__mathd_numbertheory_221__seed0,solver,gpt-5.6-luna,1789813285.4933002,0.00024071,0.11454652,settled
b6719fa3c07f467584357e35e53360f1,train__source_plain__mathd_algebra_185__seed0,solver,gpt-5.6-luna,1789813285.7110705,0.00061882,0.11795982,settled
cd99654a40e54b0888923d0613dcb01d,train__source_assisted__mathd_algebra_185__seed0,solver,gpt-5.6-luna,1789813285.751805,0.00037653999999999997,0.11620532,settled
d0cd3ee363b448b091502ae29cba3dff,train__source_assisted__mathd_numbertheory_221__seed0,solver,gpt-5.6-luna,1789813286.0334628,0.00018779999999999998,0.11492602,settled
7872ef643b324a73bbf7b2efccf22c8a,train__source_plain__induction_pord1p1on2powklt5on2__seed0,solver,gpt-5.6-luna,1789813286.164345,0.0007891299999999999,0.11790097,settled
00d0585334da448a8caa43714a489967,train__source_plain__imo_1967_p3__seed0,solver,gpt-5.6-luna,1789813286.2538316,0.00089517,0.11816442,settled
14ac0cfe96aa4553a5e2cbf77632be90,train__source_assisted__imo_1963_p5__seed0,solver,gpt-5.6-luna,1789813286.9044893,0.00036374,0.11595782000000002,settled
4e09bf77e142486e8afdf4f430923609,train__source_plain__mathd_numbertheory_221__seed0,solver,gpt-5.6-luna,1789813286.9659002,0.00013072000000000002,0.11565531999999999,settled
4fa66713d87849e2b71f092f7344aba2,train__source_plain__imo_1963_p5__seed0,solver,gpt-5.6-luna,1789813287.0745497,0.00037191,0.11571582,settled
7f3bff93933f4f2fb5fba3e12570de9c,train__source_assisted__aime_1988_p3__seed0,solver,gpt-5.6-luna,1789813287.4734354,0.00043272,0.11606452,settled
afc37609c7fa48b3a7cbcb18f87f7d19,train__source_assisted__algebra_amgm_sum1toneqn_prod1tonleq1__seed0,solver,gpt-5.6-luna,1789813287.8458724,0.00103747,0.12041337,settled
25b1cf758fa24b72b0ce885bb9979151,train__source_plain__aime_1988_p3__seed0,solver,gpt-5.6-luna,1789813287.9121256,0.00046423,0.11835967,settled
35716e75bc2e4d5da0e18932ccfd0437,train__source_assisted__mathd_algebra_185__seed0,solver,gpt-5.6-luna,1789813288.0587456,0.00033956,0.11786192000000001,settled
69168d12c9f643b38873cb9a839b4600,train__source_plain__algebra_amgm_sum1toneqn_prod1tonleq1__seed0,solver,gpt-5.6-luna,1789813288.1000545,0.00053699,0.11557062,settled
86fefbb8a29a43cc9a1d469fbc03d37b,train__source_plain__mathd_algebra_185__seed0,solver,gpt-5.6-luna,1789813288.2230587,0.00026865,0.12001737000000001,settled
5a3c9d61b17f490f97d1848643f1a366,train__source_plain__induction_pord1p1on2powklt5on2__seed0,solver,gpt-5.6-luna,1789813288.303713,0.00091547,0.11949762,settled
31659b64232e48c28fc7a3ebcc63994b,train__source_plain__imo_1963_p5__seed0,solver,gpt-5.6-luna,1789813288.7343862,0.0002027,0.11705397000000001,settled
98d8e240fce640f1bd0d9233a51a19f0,train__source_plain__mathd_algebra_185__seed0,solver,gpt-5.6-luna,1789813289.4858549,0.00078367,0.12146222000000001,settled
47bc4d916a9c43b8a9bf2ce686499f1b,train__source_assisted__imo_1963_p5__seed0,solver,gpt-5.6-luna,1789813289.5224879,0.00109991,0.12017632,settled
4757a75e56784dd0b06f7b5042b5fdbb,train__source_assisted__aime_1988_p3__seed0,solver,gpt-5.6-luna,1789813289.6497126,0.0004494,0.11801537000000001,settled
983306b5d3fa43959595bb9fbffc208a,train__source_assisted__imo_1967_p3__seed0,solver,gpt-5.6-luna,1789813289.7204304,0.00098181,0.11927982000000001,settled
