id,stage,model,pid,created,reserved,charged,status,usage,cell
2de1ce6f5b2840f68b595d8c502f317b,pilots,gpt-5.6-luna,913651,1789380119.8288279,0.024186199999999998,0.0035697999999999997,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 71779, ""input_tokens"": 10739, ""input_tokens_details"": {""cache_write_tokens"": 10736, ""cached_tokens"": 0}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 1185, ""output_tokens_details"": {""reasoning_tokens"": 861}, ""response_id"": ""resp_0d074f2f48f0830a006aa7c619230487d2a0bc34de3412e861"", ""status"": ""completed"", ""total_tokens"": 11924}",pilots__schema__schema__amc12_2000_p6__seed0
08f3700714154dea8682901a74d67900,pilots,gpt-5.6-luna,913672,1789380119.8563147,0.024301,0.0025954,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 72353, ""input_tokens"": 10733, ""input_tokens_details"": {""cache_write_tokens"": 10730, ""cached_tokens"": 0}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 374, ""output_tokens_details"": {""reasoning_tokens"": 175}, ""response_id"": ""resp_072b62c08919b260006aa7c61934ec87d2a8aec1b4c2f258cd"", ""status"": ""completed"", ""total_tokens"": 11107}",pilots__schema__schema__mathd_algebra_206__seed0
ec80e0b2d9964f5c97bb803bdac26991,pilots,gpt-5.6-luna,913676,1789380119.8703625,0.024162999999999997,0.0023444,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 71663, ""input_tokens"": 10600, ""input_tokens_details"": {""cache_write_tokens"": 10597, ""cached_tokens"": 0}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 187, ""output_tokens_details"": {""reasoning_tokens"": 71}, ""response_id"": ""resp_05d9bfe65f54f9fa006aa7c6190ddc87d2b0fc7f3dfcf20b47"", ""status"": ""completed"", ""total_tokens"": 10787}",pilots__schema__schema__mathd_algebra_28__seed0
29678c1346964e0bba98f8e4f18baacd,pilots,gpt-5.6-luna,913664,1789380119.8831673,0.0241838,0.0029286,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 71767, ""input_tokens"": 10665, ""input_tokens_details"": {""cache_write_tokens"": 10662, ""cached_tokens"": 0}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 663, ""output_tokens_details"": {""reasoning_tokens"": 516}, ""response_id"": ""resp_0d78756654391fb8006aa7c619172087d2a432c7ac6a60c3d1"", ""status"": ""completed"", ""total_tokens"": 11328}",pilots__schema__schema__induction_pord1p1on2powklt5on2__seed0
4cf73e7bac5b45e6946267b5a57c4f22,pilots,gpt-5.6-luna,913668,1789380119.890644,0.0248572,0.0026768,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 75134, ""input_tokens"": 11890, ""input_tokens_details"": {""cache_write_tokens"": 11887, ""cached_tokens"": 0}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 249, ""output_tokens_details"": {""reasoning_tokens"": 126}, ""response_id"": ""resp_0f730a9c351d519d006aa7c6193bec87d28a07630aa34545d2"", ""status"": ""completed"", ""total_tokens"": 12139}",pilots__schema__schema__amc12a_2020_p13__seed0
a99f45ad79ad4dc387754f0e38876b11,pilots,gpt-5.6-luna,913688,1789380119.9065711,0.024179,0.0026296,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 71743, ""input_tokens"": 10466, ""input_tokens_details"": {""cache_write_tokens"": 10463, ""cached_tokens"": 0}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 447, ""output_tokens_details"": {""reasoning_tokens"": 333}, ""response_id"": ""resp_0803127cbd32ac90006aa7c61941f087d2b4c13e52b6c1701d"", ""status"": ""completed"", ""total_tokens"": 10913}",pilots__schema__schema__amc12a_2003_p1__seed0
9fe64320ccab45268038cd52de3353d4,pilots,gpt-5.6-luna,913679,1789380119.9136934,0.023635,0.0021739999999999997,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 69023, ""input_tokens"": 9712, ""input_tokens_details"": {""cache_write_tokens"": 9709, ""cached_tokens"": 0}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 193, ""output_tokens_details"": {""reasoning_tokens"": 159}, ""response_id"": ""resp_061bb6b831efe49c006aa7c619123887d295e0d9cdfaa2006b"", ""status"": ""completed"", ""total_tokens"": 9905}",pilots__schema__schema__algebra_amgm_sum1toneqn_prod1tonleq1__seed0
f0ada2e813514b54932a14b961e9bad6,pilots,gpt-5.6-luna,913686,1789380119.9268796,0.0240724,0.0025055999999999998,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 71210, ""input_tokens"": 10320, ""input_tokens_details"": {""cache_write_tokens"": 10317, ""cached_tokens"": 0}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 368, ""output_tokens_details"": {""reasoning_tokens"": 171}, ""response_id"": ""resp_0b4d05d3b3b0a341006aa7c618835487d29b91a039916c26f7"", ""status"": ""completed"", ""total_tokens"": 10688}",pilots__schema__schema__aime_1988_p8__seed0
8ec83ea85d0e4a2eb25e931ae0fd4d15,pilots,gpt-5.6-luna,913654,1789380119.9406838,0.0241544,0.0029292,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 71620, ""input_tokens"": 10836, ""input_tokens_details"": {""cache_write_tokens"": 10833, ""cached_tokens"": 0}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 635, ""output_tokens_details"": {""reasoning_tokens"": 399}, ""response_id"": ""resp_0b1a63a91cc8c4c5006aa7c6194da487d2b62fd55f4c1d6a5d"", ""status"": ""completed"", ""total_tokens"": 11471}",pilots__schema__schema__amc12b_2003_p17__seed0
6b20667b83614e728609528cf636cad6,pilots,gpt-5.6-luna,913646,1789380119.9579384,0.0244544,0.0027743999999999998,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 73120, ""input_tokens"": 11292, ""input_tokens_details"": {""cache_write_tokens"": 11289, ""cached_tokens"": 0}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 430, ""output_tokens_details"": {""reasoning_tokens"": 157}, ""response_id"": ""resp_00c4fab410ce6738006aa7c619176087d2aa34844a8381ddad"", ""status"": ""completed"", ""total_tokens"": 11722}",pilots__schema__schema__aime_1988_p3__seed0
